Model ID	Model Family Name	Description
PF09890.12	DUF2117	Uncharacterized protein conserved in archaea (DUF2117)
PF09891.12	DUF2118	Uncharacterized protein conserved in archaea (DUF2118)
PF09892.12	DUF2119	Uncharacterized protein conserved in archaea (DUF2119)
PF09893.12	DUF2120	Uncharacterized protein conserved in archaea (DUF2120)
PF09894.12	DUF2121	Uncharacterized protein conserved in archaea (DUF2121)
PF09895.12	DUF2122	RecB-family nuclease (DUF2122)
PF09897.12	DUF2124	Uncharacterized protein conserved in archaea (DUF2124)
PF09898.12	DUF2125	Uncharacterized protein conserved in bacteria (DUF2125)
PF09899.12	DUF2126	Putative amidoligase enzyme (DUF2126)
PF09900.12	DUF2127	Predicted membrane protein (DUF2127)
PF09902.12	DUF2129	Uncharacterized protein conserved in bacteria (DUF2129)
PF09903.12	DUF2130	Uncharacterized protein conserved in bacteria (DUF2130)
PF09906.12	DUF2135	Uncharacterized protein conserved in bacteria (DUF2135)
PF09909.12	DUF2138	Uncharacterized protein conserved in bacteria (DUF2138)
PF09910.12	DUF2139	Uncharacterized protein conserved in archaea (DUF2139)
PF09911.12	DUF2140	Uncharacterized protein conserved in bacteria (DUF2140)
PF09912.12	DUF2141	Uncharacterized protein conserved in bacteria (DUF2141)
PF09913.12	DUF2142	Predicted membrane protein (DUF2142)
PF09916.12	DUF2145	Uncharacterized protein conserved in bacteria (DUF2145)
PF09917.12	DUF2147	Uncharacterized protein conserved in bacteria (DUF2147)
PF09918.12	DUF2148	Uncharacterized protein containing a ferredoxin domain (DUF2148)
PF09919.12	DUF2149	Uncharacterized conserved protein (DUF2149)
PF09920.12	DUF2150	Uncharacterized protein conserved in archaea (DUF2150)
PF09921.12	DUF2153	Uncharacterized protein conserved in archaea (DUF2153)
PF09922.12	DUF2154	Cell wall-active antibiotics response 4TMS YvqF
PF09923.12	DUF2155	Uncharacterized protein conserved in bacteria (DUF2155)
PF09925.12	DUF2157	Predicted membrane protein (DUF2157)
PF09926.12	DUF2158	Uncharacterized small protein (DUF2158)
PF09928.12	DUF2160	Predicted small integral membrane protein (DUF2160)
PF09929.12	DUF2161	Putative PD-(D/E)XK phosphodiesterase (DUF2161)
PF09930.12	DUF2162	Predicted transporter (DUF2162)
PF09931.12	DUF2163	Uncharacterized conserved protein (DUF2163)
PF09932.12	DUF2164	Uncharacterized conserved protein (DUF2164)
PF09933.12	DUF2165	Predicted small integral membrane protein (DUF2165)
PF09935.12	DUF2167	Protein of unknown function (DUF2167)
PF09937.12	DUF2169	Uncharacterized protein conserved in bacteria (DUF2169)
PF09938.12	DUF2170	Uncharacterized protein conserved in bacteria (DUF2170)
PF09939.12	DUF2171	Uncharacterized protein conserved in bacteria (DUF2171)
PF09940.12	DUF2172	Domain of unknown function (DUF2172)
PF09941.12	DUF2173	Uncharacterized conserved protein (DUF2173)
PF09943.12	DUF2175	Uncharacterized protein conserved in archaea (DUF2175)
PF09945.12	DUF2177	Predicted membrane protein (DUF2177)
PF09946.12	DUF2178	Predicted membrane protein (DUF2178)
PF09947.12	DUF2180	Uncharacterized protein conserved in archaea (DUF2180)
PF09948.12	DUF2182	Predicted metal-binding integral membrane protein (DUF2182)
PF09950.12	DUF2184	Uncharacterized protein conserved in bacteria (DUF2184)
PF09951.12	DUF2185	Protein of unknown function (DUF2185)
PF09953.12	DUF2187	Uncharacterized protein conserved in bacteria (DUF2187)
PF09954.12	DUF2188	Uncharacterized protein conserved in bacteria (DUF2188)
PF09955.12	DUF2189	Predicted integral membrane protein (DUF2189)
PF09956.12	DUF2190	Uncharacterized conserved protein (DUF2190)
PF09958.12	DUF2192	Uncharacterized protein conserved in archaea (DUF2192)
PF09959.12	DUF2193	Uncharacterized protein conserved in archaea (DUF2193)
PF09960.12	DUF2194	Uncharacterised protein conserved in bacteria (DUF2194)
PF09961.12	DUF2195	Uncharacterized protein conserved in bacteria (DUF2195)
PF09962.12	DUF2196	Uncharacterized conserved protein (DUF2196)
PF09963.12	DUF2197	Uncharacterized protein conserved in bacteria (DUF2197)
PF09964.12	DUF2198	Uncharacterized protein conserved in bacteria (DUF2198)
PF09965.12	DUF2199	Uncharacterized protein conserved in bacteria (DUF2199)
PF09966.12	DUF2200	Uncharacterized protein conserved in bacteria (DUF2200)
PF09967.12	DUF2201	VWA-like domain (DUF2201)
PF09968.12	DUF2202	Uncharacterized protein domain (DUF2202)
PF09969.12	DUF2203	Uncharacterized conserved protein (DUF2203)
PF09970.12	DUF2204	Nucleotidyl transferase of unknown function (DUF2204)
PF09971.12	DUF2206	Predicted membrane protein (DUF2206)
PF09972.12	DUF2207	Predicted membrane protein (DUF2207)
PF09973.12	DUF2208	Predicted membrane protein (DUF2208)
PF09974.12	DUF2209	Uncharacterized protein conserved in archaea (DUF2209)
PF09979.12	DUF2213	Uncharacterized protein conserved in bacteria (DUF2213)
PF09980.12	DUF2214	Predicted membrane protein (DUF2214)
PF09981.12	DUF2218	Uncharacterized protein conserved in bacteria (DUF2218)
PF09982.12	DUF2219	Uncharacterized protein conserved in bacteria (DUF2219)
PF09983.12	DUF2220	Uncharacterized protein conserved in bacteria C-term(DUF2220)
PF09986.12	DUF2225	Uncharacterized protein conserved in bacteria (DUF2225)
PF09987.12	DUF2226	Uncharacterized protein conserved in archaea (DUF2226)
PF09988.12	DUF2227	Uncharacterized metal-binding protein (DUF2227)
PF09989.12	DUF2229	CoA enzyme activase uncharacterised domain (DUF2229)
PF09990.12	DUF2231	Predicted membrane protein (DUF2231)
PF09991.12	DUF2232	Predicted membrane protein (DUF2232)
PF09994.12	DUF2235	Uncharacterized alpha/beta hydrolase domain (DUF2235)
PF09996.12	DUF2237	Uncharacterized protein conserved in bacteria (DUF2237)
PF09997.12	DUF2238	Predicted membrane protein (DUF2238)
PF09998.12	DUF2239	Uncharacterized protein conserved in bacteria (DUF2239)
PF09999.12	DUF2240	Uncharacterized protein conserved in archaea (DUF2240)
PF10001.12	DUF2242	Uncharacterized protein conserved in bacteria (DUF2242)
PF10002.12	DUF2243	Predicted membrane protein (DUF2243)
PF10003.12	DUF2244	Integral membrane protein (DUF2244)
PF10004.12	DUF2247	Uncharacterized protein conserved in bacteria (DUF2247)
PF10006.12	DUF2249	Uncharacterized conserved protein (DUF2249)
PF10007.12	DUF2250	Uncharacterized protein conserved in archaea (DUF2250)
PF10008.12	DUF2251	Uncharacterized protein conserved in bacteria (DUF2251)
PF10009.12	DUF2252	Uncharacterized protein conserved in bacteria (DUF2252)
PF10011.12	DUF2254	Predicted membrane protein (DUF2254)
PF10012.12	DUF2255	Uncharacterized protein conserved in bacteria (DUF2255)
PF10013.12	DUF2256	Uncharacterized protein conserved in bacteria (DUF2256)
PF10015.12	DUF2258	Uncharacterized protein conserved in archaea (DUF2258)
PF10016.12	DUF2259	Predicted secreted protein (DUF2259)
PF10020.12	DUF2262	Uncharacterized protein conserved in bacteria (DUF2262)
PF10021.12	DUF2263	Uncharacterized protein conserved in bacteria (DUF2263)
PF10022.12	DUF2264	Uncharacterized protein conserved in bacteria (DUF2264)
PF10025.12	DUF2267	Uncharacterized conserved protein (DUF2267)
PF10026.12	DUF2268	Predicted Zn-dependent protease (DUF2268)
PF10027.12	DUF2269	Predicted integral membrane protein (DUF2269)
PF10028.12	DUF2270	Predicted integral membrane protein (DUF2270)
PF10029.12	DUF2271	Predicted periplasmic protein (DUF2271)
PF10030.12	DUF2272	Uncharacterized protein conserved in bacteria (DUF2272)
PF10031.12	DUF2273	Small integral membrane protein (DUF2273)
PF10035.12	DUF2179	Uncharacterized protein conserved in bacteria (DUF2179)
PF10038.12	DUF2274	Protein of unknown function (DUF2274)
PF10039.12	DUF2275	Predicted integral membrane protein (DUF2275)
PF10041.12	DUF2277	Uncharacterized conserved protein (DUF2277)
PF10042.12	DUF2278	Uncharacterized conserved protein (DUF2278)
PF10043.12	DUF2279	Predicted periplasmic lipoprotein (DUF2279)
PF10045.12	DUF2280	Uncharacterized conserved protein (DUF2280)
PF10047.12	DUF2281	Protein of unknown function (DUF2281)
PF10048.12	DUF2282	Predicted integral membrane protein (DUF2282)
PF10049.12	DUF2283	Protein of unknown function (DUF2283)
PF10050.12	DUF2284	Predicted metal-binding protein (DUF2284)
PF10051.12	DUF2286	Uncharacterized protein conserved in archaea (DUF2286)
PF10052.12	DUF2288	Protein of unknown function (DUF2288)
PF10053.12	DUF2290	Uncharacterized conserved protein (DUF2290)
PF10054.12	DUF2291	Predicted periplasmic lipoprotein (DUF2291)
PF10055.12	DUF2292	Uncharacterized small protein (DUF2292)
PF10056.12	DUF2293	Uncharacterized conserved protein (DUF2293)
PF10060.12	DUF2298	Uncharacterized membrane protein (DUF2298)
PF10061.12	DUF2299	Uncharacterized conserved protein (DUF2299)
PF10062.12	DUF2300	Predicted secreted protein (DUF2300)
PF10063.12	DUF2301	Uncharacterized integral membrane protein (DUF2301)
PF10065.12	DUF2303	Uncharacterized conserved protein (DUF2303)
PF10066.12	DUF2304	Uncharacterized conserved protein (DUF2304)
PF10067.12	DUF2306	Predicted membrane protein (DUF2306)
PF10071.12	DUF2310	Zn-ribbon-containing, possibly nucleic-acid-binding protein (DUF2310)
PF10073.12	DUF2312	Uncharacterized protein conserved in bacteria (DUF2312)
PF10074.12	DUF2285	Uncharacterized conserved protein (DUF2285)
PF10077.12	DUF2314	Uncharacterized protein conserved in bacteria (DUF2314)
PF10078.12	DUF2316	Uncharacterized protein conserved in bacteria (DUF2316)
PF10083.12	DUF2321	Uncharacterized protein conserved in bacteria (DUF2321)
PF10084.12	DUF2322	Uncharacterized protein conserved in bacteria (DUF2322)
PF10087.12	DUF2325	Uncharacterized protein conserved in bacteria (DUF2325)
PF10088.12	DUF2326	Uncharacterised protein conserved in bacteria (DUF2326)
PF10092.12	DUF2330	Uncharacterized protein conserved in bacteria (DUF2330)
PF10094.12	DUF2332	Uncharacterized protein conserved in bacteria (DUF2332)
PF10095.12	DUF2333	Uncharacterized protein conserved in bacteria (DUF2333)
PF10096.12	DUF2334	Uncharacterized protein conserved in bacteria (DUF2334)
PF10097.12	DUF2335	Predicted membrane protein (DUF2335)
PF10098.12	DUF2336	Uncharacterised protein conserved in bacteria (DUF2336)
PF10101.12	DUF2339	Predicted membrane protein (DUF2339)
PF10102.12	DUF2341	Domain of unknown function (DUF2341)
PF10105.12	DUF2344	Uncharacterized protein conserved in bacteria (DUF2344)
PF10106.12	DUF2345	Uncharacterized protein conserved in bacteria (DUF2345)
PF10154.12	DUF2362	Uncharacterised conserved protein (DUF2362)
PF10166.12	DUF2368	Uncharacterised conserved protein (DUF2368)
PF10176.12	DUF2370	Protein of unknown function (DUF2370)
PF10177.12	DUF2371	Uncharacterised conserved protein (DUF2371)
PF10184.12	DUF2358	Uncharacterized conserved protein (DUF2358)
PF10209.12	DUF2340	Uncharacterized conserved protein (DUF2340)
PF10217.12	DUF2039	Uncharacterized conserved protein (DUF2039)
PF10222.12	DUF2152	Uncharacterized conserved protein (DUF2152)
PF10223.12	DUF2181	Uncharacterized conserved protein (DUF2181)
PF10224.12	DUF2205	Short coiled-coil protein
PF10228.12	DUF2228	Uncharacterised conserved protein (DUF2228)
PF10239.12	DUF2465	Protein of unknown function (DUF2465)
PF10240.12	DUF2464	Multivesicular body subunit 12
PF10293.12	DUF2405	Domain of unknown function (DUF2405)
PF10295.12	DUF2406	Uncharacterised protein (DUF2406)
PF10303.12	DUF2408	Protein of unknown function (DUF2408)
PF10310.12	DUF5427	Family of unknown function (DUF5427)
PF10313.12	DUF2415	Uncharacterised protein domain (DUF2415)
PF10329.12	DUF2417	Region of unknown function (DUF2417)
PF10332.12	DUF2418	Protein of unknown function (DUF2418)
PF10335.12	DUF294_C	Putative nucleotidyltransferase substrate binding domain
PF10336.12	DUF2420	Protein of unknown function (DUF2420)
PF10338.12	DUF2423	Protein of unknown function (DUF2423)
PF10348.12	DUF2427	Domain of unknown function (DUF2427)
PF10350.12	DUF2428	THADA/TRM732, DUF2428
PF10353.12	DUF2430	Protein of unknown function (DUF2430)
PF10356.12	DUF2034	Protein of unknown function (DUF2034)
PF10360.12	DUF2433	Protein of unknown function (DUF2433)
PF10361.12	DUF2434	Protein of unknown function (DUF2434)
PF10365.12	DUF2436	Domain of unknown function (DUF2436)
PF10370.12	DUF2437	Domain of unknown function (DUF2437)
PF10382.12	DUF2439	Protein of unknown function (DUF2439)
PF10386.12	DUF2441	Protein of unknown function (DUF2441)
PF10387.12	DUF2442	Protein of unknown function (DUF2442)
PF10398.12	DUF2443	Protein of unknown function (DUF2443)
PF10445.12	DUF2456	Protein of unknown function (DUF2456)
PF10446.12	DUF2457	Protein of unknown function (DUF2457)
PF10454.12	DUF2458	Protein of unknown function (DUF2458)
PF10474.12	DUF2451	Protein of unknown function C-terminus (DUF2451)
PF10476.12	DUF2448	Protein of unknown function C-terminus (DUF2448)
PF10504.12	DUF2452	Protein of unknown function (DUF2452)
PF10611.12	DUF2469	Protein of unknown function (DUF2469)
PF10615.12	DUF2470	Domain of unknown function (DUF2470)
PF10616.12	DUF2471	Protein of unknown function (DUF2471)
PF10617.12	DUF2474	Protein of unknown function (DUF2474)
PF10629.12	DUF2475	Protein of unknown function (DUF2475)
PF10630.12	DUF2476	Protein of unknown function (DUF2476)
PF10631.12	DUF2477	Protein of unknown function (DUF2477)
PF10649.12	DUF2478	Protein of unknown function (DUF2478)
PF10652.12	DUF2480	Protein of unknown function (DUF2480)
PF10654.12	DUF2481	Protein of unknown function (DUF2481)
PF10655.12	DUF2482	Hypothetical protein of unknown function (DUF2482)
PF10656.12	DUF2483	Hypothetical protein of unknown function (DUF2483)
PF10658.12	DUF2484	Protein of unknown function (DUF2484)
PF10667.12	DUF2486	Protein of unknown function (DUF2486)
PF10670.12	DUF4198	Domain of unknown function (DUF4198)
PF10673.12	DUF2487	Protein of unknown function (DUF2487)
PF10674.12	Ycf54	Protein of unknown function (DUF2488)
PF10675.12	DUF2489	Protein of unknown function (DUF2489)
PF10677.12	DUF2490	Protein of unknown function (DUF2490)
PF10678.12	DUF2492	Protein of unknown function (DUF2492)
PF10679.12	DUF2491	Protein of unknown function (DUF2491)
PF10689.12	DUF2496	Protein of unknown function (DUF2496)
PF10691.12	DUF2497	Protein of unknown function (DUF2497)
PF10692.12	DUF2498	Protein of unknown function (DUF2498)
PF10693.12	DUF2499	Protein of unknown function (DUF2499)
PF10694.12	DUF2500	Protein of unknown function (DUF2500)
PF10696.12	DUF2501	Protein of unknown function (DUF2501)
PF10697.12	DUF2502	Protein of unknown function (DUF2502)
PF10698.12	DUF2505	Protein of unknown function (DUF2505)
PF10702.12	DUF2507	Protein of unknown function (DUF2507)
PF10704.12	DUF2508	Protein of unknown function (DUF2508)
PF10708.12	DUF2510	Protein of unknown function (DUF2510)
PF10709.12	DUF2511	Protein of unknown function (DUF2511)
PF10710.12	DUF2512	Protein of unknown function (DUF2512)
PF10711.12	DUF2513	Hypothetical protein (DUF2513)
PF10713.12	DUF2509	Protein of unknown function (DUF2509)
PF10720.12	DUF2515	Protein of unknown function (DUF2515)
PF10721.12	DUF2514	Protein of unknown function (DUF2514)
PF10724.12	DUF2516	Protein of unknown function (DUF2516)
PF10725.12	DUF2517	Protein of unknown function (DUF2517)
PF10726.12	DUF2518	Protein of function (DUF2518)
PF10728.12	DUF2520	Domain of unknown function (DUF2520)
PF10730.12	DUF2521	Protein of unknown function (DUF2521)
PF10732.12	DUF2524	Protein of unknown function (DUF2524)
PF10733.12	DUF2525	Protein of unknown function (DUF2525)
PF10734.12	DUF2523	Protein of unknown function (DUF2523)
PF10735.12	DUF2526	Protein of unknown function (DUF2526)
PF10736.12	DUF2527	Protein of unknown function (DUF2627)
PF10739.12	DUF2550	Protein of unknown function (DUF2550)
PF10740.12	DUF2529	Domain of unknown function (DUF2529)
PF10742.12	DUF2555	Protein of unknown function (DUF2555)
PF10745.12	DUF2530	Protein of unknown function (DUF2530)
PF10749.12	DUF2534	Protein of unknown function (DUF2534)
PF10750.12	DUF2536	Protein of unknown function (DUF2536)
PF10751.12	DUF2535	Protein of unknown function (DUF2535)
PF10752.12	DUF2533	Protein of unknown function (DUF2533)
PF10754.12	DUF2569	Protein of unknown function (DUF2569)
PF10755.12	DUF2585	Protein of unknown function (DUF2585)
PF10758.12	DUF2586	Protein of unknown function (DUF2586)
PF10761.12	DUF2590	Protein of unknown function (DUF2590)
PF10762.12	DUF2583	Protein of unknown function (DUF2583)
PF10763.12	DUF2584	Protein of unknown function (DUF2584)
PF10767.12	DUF2593	Protein of unknown function (DUF2593)
PF10769.12	DUF2594	Protein of unknown function (DUF2594)
PF10771.12	DUF2582	Winged helix-turn-helix domain (DUF2582)
PF10774.12	DUF4226	Domain of unknown function (DUF4226)
PF10776.12	DUF2600	Protein of unknown function (DUF2600)
PF10783.12	DUF2599	Protein of unknown function (DUF2599)
PF10788.12	DUF2603	Protein of unknown function (DUF2603)
PF10790.12	DUF2604	Protein of Unknown function (DUF2604)
PF10792.12	DUF2605	Protein of unknown function (DUF2605)
PF10794.12	DUF2606	Protein of unknown function (DUF2606)
PF10795.12	DUF2607	Protein of unknown function (DUF2607)
PF10800.11	DUF2528	Protein of unknown function (DUF2528)
PF10801.11	DUF2537	Protein of unknown function (DUF2537)
PF10802.11	DUF2540	Protein of unknown function (DUF2540)
PF10804.11	DUF2538	Protein of unknown function (DUF2538)
PF10805.11	DUF2730	Protein of unknown function (DUF2730)
PF10807.11	DUF2541	Protein of unknown function (DUF2541)
PF10808.11	DUF2542	Protein of unknown function (DUF2542)
PF10809.11	DUF2732	Protein of unknown function (DUF2732)
PF10810.11	DUF2545	Protein of unknown function (DUF2545)
PF10811.11	DUF2532	Protein of unknown function (DUF2532)
PF10812.11	DUF2561	Protein of unknown function (DUF2561)
PF10816.11	DUF2760	Domain of unknown function (DUF2760)
PF10817.11	DUF2563	Protein of unknown function (DUF2563)
PF10819.11	DUF2564	Protein of unknown function (DUF2564)
PF10820.11	DUF2543	Protein of unknown function (DUF2543)
PF10821.11	DUF2567	Protein of unknown function (DUF2567)
PF10823.11	DUF2568	Protein of unknown function (DUF2568)
PF10825.11	DUF2752	Protein of unknown function (DUF2752)
PF10826.11	DUF2551	Protein of unknown function (DUF2551)
PF10827.11	DUF2552	Protein of unknown function (DUF2552)
PF10828.11	DUF2570	Protein of unknown function (DUF2570)
PF10829.11	DUF2554	Protein of unknown function (DUF2554)
PF10830.11	DUF2553	Protein of unknown function (DUF2553)
PF10831.11	DUF2556	Protein of unknown function (DUF2556)
PF10832.11	DUF2559	Protein of unknown function (DUF2559)
PF10833.11	DUF2572	Protein of unknown function (DUF2572)
PF10834.11	DUF2560	Protein of unknown function (DUF2560)
PF10835.11	DUF2573	Protein of unknown function (DUF2573)
PF10836.11	DUF2574	Protein of unknown function (DUF2574)
PF10838.11	DUF2677	Protein of unknown function (DUF2677)
PF10839.11	DUF2647	Protein of unknown function (DUF2647)
PF10840.11	DUF2645	Protein of unknown function (DUF2645)
